2023-02-03 17:40:09,634: INFO _welcome-362 Bot: Timon_bot [@Timon11_bot]
2023-02-03 17:40:09,634: INFO start_polling-358 Start polling.
2023-02-03 17:40:14,832: INFO start_handler-23 user_id=1805562511 user_bot=False user_message='/start'
